Specifications of soil vegetation components and erosion parameters
id	soil_id	veg_id	musle_k[(ton acre hr)/(acre ft-ton inch)]	musle_c1[-]	musle_c2[-]	musle_c3[-]	musle_c4[-]	musle_p[-]	coarse_fraction[%]	manning_n
106910	1069	10	0.234667793352497	0.12	0.04	0.01	0.01	1.0	8.77417716716839	0.045
106913	1069	13	0.234667793352497	0.00158	0.00158	0.00158	0.00158	1.0	8.77417716716839	0.2
106916	1069	16	0.234667793352497	0.00058	0.00058	0.00058	0.00058	1.0	8.77417716716839	0.2
106917	1069	17	0.234667793352497	0.00158	0.00158	0.00158	0.00158	1.0	8.77417716716839	0.2
106918	1069	18	0.234667793352497	0.05	0.04	0.04	0.04	1.0	8.77417716716839	0.15
106951	1069	51	0.234667793352497	1.0	1.0	1.0	1.0	1.0	8.77417716716839	0.02
108601	1086	1	0.225486369735341	0.25	0.04	0.37	0.11	1.0	13.4887804658692	0.2
108610	1086	10	0.225486369735341	0.12	0.04	0.01	0.01	1.0	13.4887804658692	0.045
108613	1086	13	0.225486369735341	0.00158	0.00158	0.00158	0.00158	1.0	13.4887804658692	0.2
108616	1086	16	0.225486369735341	0.00058	0.00058	0.00058	0.00058	1.0	13.4887804658692	0.2
108617	1086	17	0.225486369735341	0.00158	0.00158	0.00158	0.00158	1.0	13.4887804658692	0.2
108618	1086	18	0.225486369735341	0.05	0.04	0.04	0.04	1.0	13.4887804658692	0.15
109901	1099	1	0.24711666411144	0.25	0.04	0.37	0.11	1.0	25.903830450072	0.2
109910	1099	10	0.24711666411144	0.12	0.04	0.01	0.01	1.0	25.903830450072	0.045
109913	1099	13	0.24711666411144	0.00158	0.00158	0.00158	0.00158	1.0	25.903830450072	0.2
109916	1099	16	0.24711666411144	0.00058	0.00058	0.00058	0.00058	1.0	25.903830450072	0.2
109917	1099	17	0.24711666411144	0.00158	0.00158	0.00158	0.00158	1.0	25.903830450072	0.2
109918	1099	18	0.24711666411144	0.05	0.04	0.04	0.04	1.0	25.903830450072	0.15
109951	1099	51	0.24711666411144	1.0	1.0	1.0	1.0	1.0	25.903830450072	0.02
116501	1165	1	0.244296987812582	0.25	0.04	0.37	0.11	1.0	6.92079127040088	0.2
116510	1165	10	0.244296987812582	0.12	0.04	0.01	0.01	1.0	6.92079127040088	0.045
116513	1165	13	0.244296987812582	0.00158	0.00158	0.00158	0.00158	1.0	6.92079127040088	0.2
116516	1165	16	0.244296987812582	0.00058	0.00058	0.00058	0.00058	1.0	6.92079127040088	0.2
116517	1165	17	0.244296987812582	0.00158	0.00158	0.00158	0.00158	1.0	6.92079127040088	0.2
116518	1165	18	0.244296987812582	0.05	0.04	0.04	0.04	1.0	6.92079127040088	0.15
116551	1165	51	0.244296987812582	1.0	1.0	1.0	1.0	1.0	6.92079127040088	0.02
120301	1203	1	0.232315326309102	0.25	0.04	0.37	0.11	1.0	19.2822707059965	0.2
120303	1203	3	0.232315326309102	0.22	0.22	0.22	0.22	1.0	19.2822707059965	0.15
120310	1203	10	0.232315326309102	0.12	0.04	0.01	0.01	1.0	19.2822707059965	0.045
120313	1203	13	0.232315326309102	0.00158	0.00158	0.00158	0.00158	1.0	19.2822707059965	0.2
120316	1203	16	0.232315326309102	0.00058	0.00058	0.00058	0.00058	1.0	19.2822707059965	0.2
120317	1203	17	0.232315326309102	0.00158	0.00158	0.00158	0.00158	1.0	19.2822707059965	0.2
120318	1203	18	0.232315326309102	0.05	0.04	0.04	0.04	1.0	19.2822707059965	0.15
120351	1203	51	0.232315326309102	1.0	1.0	1.0	1.0	1.0	19.2822707059965	0.02
120801	1208	1	0.217396387700964	0.25	0.04	0.37	0.11	1.0	15.0616806401551	0.2
120803	1208	3	0.217396387700964	0.22	0.22	0.22	0.22	1.0	15.0616806401551	0.15
120813	1208	13	0.217396387700964	0.00158	0.00158	0.00158	0.00158	1.0	15.0616806401551	0.2
120816	1208	16	0.217396387700964	0.00058	0.00058	0.00058	0.00058	1.0	15.0616806401551	0.2
120817	1208	17	0.217396387700964	0.00158	0.00158	0.00158	0.00158	1.0	15.0616806401551	0.2
120818	1208	18	0.217396387700964	0.05	0.04	0.04	0.04	1.0	15.0616806401551	0.15
120851	1208	51	0.217396387700964	1.0	1.0	1.0	1.0	1.0	15.0616806401551	0.02
127001	1270	1	9.48612750378575E-2	0.25	0.04	0.37	0.11	1.0	5.12281539139374	0.2
127016	1270	16	9.48612750378575E-2	0.00058	0.00058	0.00058	0.00058	1.0	5.12281539139374	0.2
127017	1270	17	9.48612750378575E-2	0.00158	0.00158	0.00158	0.00158	1.0	5.12281539139374	0.2
127018	1270	18	9.48612750378575E-2	0.05	0.04	0.04	0.04	1.0	5.12281539139374	0.15
129101	1291	1	0.235662866229008	0.25	0.04	0.37	0.11	1.0	14.0251243487895	0.2
129113	1291	13	0.235662866229008	0.00158	0.00158	0.00158	0.00158	1.0	14.0251243487895	0.2
129116	1291	16	0.235662866229008	0.00058	0.00058	0.00058	0.00058	1.0	14.0251243487895	0.2
129117	1291	17	0.235662866229008	0.00158	0.00158	0.00158	0.00158	1.0	14.0251243487895	0.2
129118	1291	18	0.235662866229008	0.05	0.04	0.04	0.04	1.0	14.0251243487895	0.15
129151	1291	51	0.235662866229008	1.0	1.0	1.0	1.0	1.0	14.0251243487895	0.02
1077201	10772	1	0.226032149705802	0.25	0.04	0.37	0.11	1.0	8.67097772277228	0.2
1077210	10772	10	0.226032149705802	0.12	0.04	0.01	0.01	1.0	8.67097772277228	0.045
1077213	10772	13	0.226032149705802	0.00158	0.00158	0.00158	0.00158	1.0	8.67097772277228	0.2
1077216	10772	16	0.226032149705802	0.00058	0.00058	0.00058	0.00058	1.0	8.67097772277228	0.2
1077217	10772	17	0.226032149705802	0.00158	0.00158	0.00158	0.00158	1.0	8.67097772277228	0.2
1077218	10772	18	0.226032149705802	0.05	0.04	0.04	0.04	1.0	8.67097772277228	0.15
1090001	10900	1	0.231184466274699	0.25	0.04	0.37	0.11	1.0	15.9706801818871	0.2
1090010	10900	10	0.231184466274699	0.12	0.04	0.01	0.01	1.0	15.9706801818871	0.045
1090013	10900	13	0.231184466274699	0.00158	0.00158	0.00158	0.00158	1.0	15.9706801818871	0.2
1090016	10900	16	0.231184466274699	0.00058	0.00058	0.00058	0.00058	1.0	15.9706801818871	0.2
1090017	10900	17	0.231184466274699	0.00158	0.00158	0.00158	0.00158	1.0	15.9706801818871	0.2
1090018	10900	18	0.231184466274699	0.05	0.04	0.04	0.04	1.0	15.9706801818871	0.15
1090051	10900	51	0.231184466274699	1.0	1.0	1.0	1.0	1.0	15.9706801818871	0.02
1106901	11069	1	0.232173660100624	0.25	0.04	0.37	0.11	1.0	10.1789702828261	0.2
1106910	11069	10	0.232173660100624	0.12	0.04	0.01	0.01	1.0	10.1789702828261	0.045
1106913	11069	13	0.232173660100624	0.00158	0.00158	0.00158	0.00158	1.0	10.1789702828261	0.2
1106916	11069	16	0.232173660100624	0.00058	0.00058	0.00058	0.00058	1.0	10.1789702828261	0.2
1106917	11069	17	0.232173660100624	0.00158	0.00158	0.00158	0.00158	1.0	10.1789702828261	0.2
1106918	11069	18	0.232173660100624	0.05	0.04	0.04	0.04	1.0	10.1789702828261	0.15
1106951	11069	51	0.232173660100624	1.0	1.0	1.0	1.0	1.0	10.1789702828261	0.02
1109901	11099	1	0.246857270302354	0.25	0.04	0.37	0.11	1.0	18.1772290718155	0.2
1109910	11099	10	0.246857270302354	0.12	0.04	0.01	0.01	1.0	18.1772290718155	0.045
1109913	11099	13	0.246857270302354	0.00158	0.00158	0.00158	0.00158	1.0	18.1772290718155	0.2
1109916	11099	16	0.246857270302354	0.00058	0.00058	0.00058	0.00058	1.0	18.1772290718155	0.2
1109917	11099	17	0.246857270302354	0.00158	0.00158	0.00158	0.00158	1.0	18.1772290718155	0.2
1109918	11099	18	0.246857270302354	0.05	0.04	0.04	0.04	1.0	18.1772290718155	0.15
1109951	11099	51	0.246857270302354	1.0	1.0	1.0	1.0	1.0	18.1772290718155	0.02
1116501	11165	1	0.248444243695121	0.25	0.04	0.37	0.11	1.0	6.40947916473662	0.2
1116510	11165	10	0.248444243695121	0.12	0.04	0.01	0.01	1.0	6.40947916473662	0.045
1116513	11165	13	0.248444243695121	0.00158	0.00158	0.00158	0.00158	1.0	6.40947916473662	0.2
1116516	11165	16	0.248444243695121	0.00058	0.00058	0.00058	0.00058	1.0	6.40947916473662	0.2
1116517	11165	17	0.248444243695121	0.00158	0.00158	0.00158	0.00158	1.0	6.40947916473662	0.2
1116518	11165	18	0.248444243695121	0.05	0.04	0.04	0.04	1.0	6.40947916473662	0.15
1116551	11165	51	0.248444243695121	1.0	1.0	1.0	1.0	1.0	6.40947916473662	0.02
1120301	11203	1	0.233100163069407	0.25	0.04	0.37	0.11	1.0	13.0161727423726	0.2
1120313	11203	13	0.233100163069407	0.00158	0.00158	0.00158	0.00158	1.0	13.0161727423726	0.2
1120316	11203	16	0.233100163069407	0.00058	0.00058	0.00058	0.00058	1.0	13.0161727423726	0.2
1120317	11203	17	0.233100163069407	0.00158	0.00158	0.00158	0.00158	1.0	13.0161727423726	0.2
1120318	11203	18	0.233100163069407	0.05	0.04	0.04	0.04	1.0	13.0161727423726	0.15
1120801	11208	1	0.230675889933206	0.25	0.04	0.37	0.11	1.0	10.8620860108749	0.2
1120813	11208	13	0.230675889933206	0.00158	0.00158	0.00158	0.00158	1.0	10.8620860108749	0.2
1120817	11208	17	0.230675889933206	0.00158	0.00158	0.00158	0.00158	1.0	10.8620860108749	0.2
1120818	11208	18	0.230675889933206	0.05	0.04	0.04	0.04	1.0	10.8620860108749	0.15
1120851	11208	51	0.230675889933206	1.0	1.0	1.0	1.0	1.0	10.8620860108749	0.02
